//name, class, customize info, stats, items, skills, school
NUMUNITS: 2173
"Naziyah","DervishF","","StatSet0","ItemSetEA","SkillSetAffA","whirlwind"
"Neachdainn","UndeadMeleeNorB","","statset0","ItemsetND","skillsetcomb","Death after Death"
"Nebetawy","ChannelerImp","","StatSet0","ItemSetEA","SkillSetAffA","NoSchool"
"Nebhotep","UndeadMeleeNorA","","StatSet1","ItemSetED","SkillSetComb","WildernessExpanseUndead"
"Nebkare","UndeadMeleeExpA","","StatSet1","ItemSetEU","SkillSetComb","WildernessExpanseUndead"
"Nebre","BanditA","4#","StatSet0","ItemSetEF","SkillSetAffF","WildernessExpanseOutlaw"
"Nectovelius","Archer","2#","StatSet1","ItemSetOnslaught","SkillSetAffF","ImperiaOrusOnslaught"
"Neel","Barbarian","4#Nordagh_19","StatSet0","ItemSetNW","SkillSetAffW",""
"Neema","DervishF","3#","StatSet1","ItemSetEU","SkillSetComb","WildernessExpanseOutlaw"
"Neeshay","Satyr","2#Satyr1","StatSet0","ItemSetSE","SkillSetComb","Shepards of Sloan"
"Nefernetka","UndeadCasterA","0#School_PurpleYellow1","StatSet0","ItemSetED","SkillSetAffD","Spellcasters"
"Nefertemkhure","BeastWater","","StatSet0","ItemSetEW","skillsetSumwater","The Fearsome Foursome"
"Neferu","DervishF","3#Expanse_16","StatSet0","ItemSetEA","SkillSetAffA","The Midclass of Akar An"
"Negain","BanditBF","1#","StatSet3","ItemSetSE","SkillSetAffE","WildernessSteppesOutlaw"
"Negan","Archer","","StatSet0","ItemSetSA","SkillSetAffA","Steppes Ringers"
"Neghun","SamniteSte","2#School_RedPurple4","StatSet0","ItemSetSA","SkillSetAffA","School of Xandus"
"Nehvae","ArcherF","1#School_YellowGreen4","StatSet0","ItemSetSW","SkillSetAffW","Rywigo Arrowheads"
"Nehvna","ArcherF","","StatSet0","ItemSetSU","SkillSetComb","NoSchool"
"Nekau","BanditB","3#","StatSet2","ItemSetEW","SkillSetAffW","WildernessExpanseOutlaw"
"Nekhiig","UndeadCasterB","","StatSet0","ItemSetSU","SkillSetComb","WildernessSteppesUndead"
"Nelek","Mongrel","4#Nordagh_17","StatSet0","ItemSetNA","SkillSetAffA","Executioner"
"Nemathap","ChannelerImp","4#School_PurpleYellow1","StatSet0","ItemSetEW","SkillSetAffW","Spellcasters"
"Nemelat","MurmilloF","2#Imperia_02","StatSet0","ItemSetIE","SkillSetAffE","Rhun Rhyot"
"Nemesis","Bear","1#","StatSet0","ItemSetEE","SkillSetAffE",""
"Nemo","Minotaur","1#Minotaur2","StatSet0","ItemSetIE","SkillSetComb","The Invaders"
"Neratius","Centurion","1#School_Mutuus","StatSet5","ItemSetIU","SkillSetComb","School of Mutuus"
"Nergui","SamniteExp","4#","StatSet3","ItemSetEE","SkillSetAffE","Krakens"
"Nerita","SecutorImpF","","StatSet0","ItemSetIF","SkillSetAffF","ImperiaSyrnaLocalRecruits"
"Nesa","PeltastF","","StatSet0","ItemSetIU","SkillSetComb","Rangers"
"Nesata","UndeadMeleeImpB","","StatSet1","ItemSetSU","SkillSetComb","WildernessSteppesUndead"
"Nesilot","Peltast","","StatSet0","ItemSetIE","SkillSetAffE","Rangers"
"Nesmont","BanditB","","StatSet0","ItemSetEW","SkillSetAffW","Story Characters"
"Nesmut","UndeadMeleeExpA","","StatSet2","ItemSetED","SkillSetComb","WildernessExpanseUndead"
"Nestor","Peltast","","StatSet0","ItemSetIW","SkillSetAffW","Imperia Ringers"
"Nestyna","TitanAir","","StatSet0","","skillsetboss","Story Characters"
"Neurit","BanditB","4#","StatSet0","ItemSetSW","SkillSetAffW","WildernessSteppesOutlaw"
"Nevniz","Archer","0#qstSniper","StatSet1","itemsetSniper","SkillSetAffA","Snipers"
"Ngozi","Scorpion","4#","StatSet1","ItemSetEU","SkillSetComb","WildernessExpanseBeast"
"Nhaya","SecutorSteF","2#School_RedPurple4","StatSet0","ItemSetSF","SkillSetAffF","School of Xandus"
"Nhilo","Cyclops","","StatSet0","ItemSetSE","SkillSetAffE","School of Past Glory"
"Nhusa","BanditAF","","StatSet0","ItemSetSE","SkillSetAffE","bhilly Bandits"
"Nigel","Centurion","1#Imperia_13","statset0","ItemSetIE","skillsetcomb","ImperiaSchool"
"Nila","Cat","1#","StatSet0","ItemSetSA","SkillSetAffA","WildernessSteppesPuma"
"Nilidh","Barbarian","4#Nordagh_05","statset0","ItemSetNU","skillsetcomb","Dragonheart Militia"
"Nilo","Cyclops","","StatSet0","ItemSetEU","SkillSetComb","Story Characters"
"Nilus","BanditB","1#","StatSet0","ItemSetIF","SkillSetComb","ImperiaCroPrisoners"
"Nisus","Cyclops","","StatSet0","ItemSetEU","SkillSetComb","NoSchool"
"Nithotep","UndeadMeleeExpA","","StatSet0","ItemSetED","SkillSetAffD","The Immortals"
"Nkektrf","Scorpion","2#","StatSet2","ItemSetEU","SkillSetComb","WildernessExpanseBeast"
"Nkosi","UndeadCasterA","","StatSet0","ItemSetED","SkillSetComb","WildernessExpanseUndead"
"Nnie","Ogre","4#","StatSet0","ItemSetIF","SkillSetAffF","ImperiaMawMongrelBand"
"Nodens","Peltast","2#School_BlackBlue1","StatSet5","ItemSetIE","SkillSetComb","ImperiaPirgosBrutes"
"Nofritari","BeastDarkEarthGreater","","StatSet0","ItemSetED","skillsetgreaterearth","Story Characters"
"Nogay","BanditBF","1#","StatSet0","ItemSetSE","SkillSetAffE","The Outcasts"
"Nogha","BanditBF","","StatSet0","ItemSetSF","SkillSetAffF","vhyn Vagrants"
"Nomu","BanditBF","3#","StatSet1","ItemSetSF","SkillSetAffF","WildernessSteppesOutlaw"
"Nooa","Yeti","3#Yeti3","statset0","itemsetNE","skillsetcomb","Qo'ai-Marael"
"Noranorah","Galdr","4#School_BlackBlack4","StatSet0","ItemSetSW","SkillSetAffW","Riot Gyhrls"
"Norrah","LegionnaireF","","StatSet0","ItemSetEA","SkillSetAffA","Flabios Avengers"
"Noyakin","Cat","4#","StatSet0","ItemSetSU","SkillSetComb","WildernessSteppesTiger"
"Noyon","Yeti","3#Yeti2","statset0","itemsetNE","skillsetcomb","Qo'ai-Marael"
"Nuadu","Berserker","4#School_BlueWhite3","statset0","ItemSetNF","skillsetaffF","Children of Mjolnir"
"Nubkhaes","ChannelerImp","0#School_PurpleYellow1","StatSet0","ItemSetEA","SkillSetAffA","spellcasters"
"Nubkhesed","CitizenExpF","","StatSet4","ItemSetEU","SkillSetComb","Expanse Citizens"
"Nukolas","BanditB","3#","StatSet4","ItemSetIF","SkillSetAffF","ImperiaTrikataTribunal"
"Nukus","Cat","1#","StatSet0","ItemSetSA","SkillSetAffA","NoSchool"
"Nurhan","Cat","1#","StatSet2","ItemSetSU","SkillSetComb","WildernessSteppesPuma"
"Nurota","Cat","1#","StatSet0","ItemSetSA","SkillSetAffA","WildernessSteppesPuma"
"Nurzat","UndeadMeleeSteB","","StatSet0","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Nustiu","UndeadMeleeNorA","","StatSet0","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Nykauinpu","Archer","3#Steppes_14","statset0","ItemSetEA","SkillSetAffA","Sandskimmers"
"Nymadawa","SamniteSte","3#Steppes_03","statset0","ItemSetEU","skillsetcomb","Mikara Jackals"
"Oakley","PropBarrel","","StatSet0","ItemSetEA","prop_BarrelNorm","ImperiaCroPrisoners"
"Obahz","Dervish","3#","StatSet1","ItemSetEA","SkillSetAffA","Whirlwind"
"Obakum","UndeadMeleeNorA","","StatSet0","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Obelia","LegionnaireF","2#","StatSet0","ItemSetIA","SkillSetAffA","ImperiaTrikataLocalRecruit"
"Occoday","UndeadMeleeSteA","","StatSet3","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Ochak","Amazon","","StatSet0","ItemSetSF","SkillSetAffF","lioness"
"Ochygun","BanditA","","StatSet0","ItemSetSF","SkillSetAffF","Bhilly Bandits"
"Octavian","Cat","1#","StatSet1","ItemSetSU","SkillSetComb","WildernessSteppesPuma"
"Odainat","UndeadCasterA","0#School_RedBrown4","StatSet0","ItemSetED","SkillSetAffD","Mortuus' Minions"
"Odelle","ChannelerImp","1#Imperia_03","StatSet4","ItemSetEF","SkillSetAffF","ImperiaPirgosChannelers"
"Odgerel","UndeadCasterB","","StatSet0","ItemSetSD","SkillSetComb","WildernessSteppesUndead"
"Odhran","Gungnir","0#Nordagh_16","statset0","ItemsetNA","skillsetaffA","Vargen Irregulars"
"Odin","Wolf","1#","StatSet0","ItemSetNU","SkillSetComb",""
"Odjick","Ogre","1#Ogre_12","StatSet0","ItemSetEA","SkillSetAffA",""
"Odval","UndeadCasterB","","StatSet2","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Odystus","DarkLegionnaire","","StatSet0","ItemSetID","SkillSetAffD","WildernessExpanseDark"
"Oenes","UndeadMeleeImpA","","StatSet0","ItemSetIA","SkillSetComb","WildernessImperiaUndead"
"Oenos","DarkLegionnaire","","StatSet0","ItemSetID","SkillSetAffD","Story Characters"
"Oerta","Bear","4#","StatSet0","ItemSetNU","SkillSetComb","WildernessNordaghBeast"
"Ogik","Mongrel","3#","StatSet1","ItemSetNW","SkillSetAffW","WildernessNordaghMonster"
"Ogotai","CitizenSte","3#Steppes_02","StatSet4","ItemSetEA","SkillSetAffA",""
"Ohdarnait","Galdr","4#School_BlackBlack4","StatSet0","ItemSetSF","SkillSetAffF","Riot Gyhrls"
"Ohga","MongrelShaman","4#","StatSet0","ItemSetSA","SkillSetAffA","Vhyn Vagrants"
"Ohksa","ArcherF","2#School_YellowBlue4","StatSet0","ItemSetSW","SkillSetAffW","borte Hulagu"
"Ohlimad","MongrelShaman","1#","StatSet0","ItemSetSA","SkillSetAffA","NoSchool"
"Ohsau","Amazon","4#Steppes_14","StatSet0","ItemSetSE","SkillSetAffE","Rangers"
"Ohtchu","UndeadCasterB","0#","StatSet0","ItemSetSD","SkillSetAffD","School of Past Glory"
"Ohvniz","UndeadCasterB","0#School_YellowBlack4","StatSet0","ItemSetSD","SkillSetAffD","School of Suyhron"
"Oksana","Cat","2#","StatSet0","ItemSetSA","SkillSetAffA","Qo'ai-Marael"
"Olan","Berserker","1#berserker06","statset0","ItemSetNW","skillsetaffW","Morder Tribe"
"Oldak","Centurion","2#School_BlueWhite3","statset0","ItemSetIW","skillsetcomb","BelfortMilitary"
"OldSmoke","Wolf","1#","StatSet0","ItemSetIE","SkillSetAffE","Beware of Dog"
"Olf","UndeadMeleeNorA","","StatSet0","ItemSetND","SkillSetAffD","The Unliving"
"Olmalik","Cat","1#","StatSet1","ItemSetSA","SkillSetAffA","WildernessSteppesPuma"
"Ologg","MongrelShaman","3#","StatSet0","ItemSetSA","SkillSetAffA","Vhyn Vagrants"
"Olufemi","ChannelerImp","2#School_PurpleYellow1","StatSet0","ItemSetEF","SkillSetAffF","Spellcasters"
"Olvi","Gungnir","2#School_BlueWhite2","statset0","ItemsetNA","skillsetcomb","Children of Mjolnir"
"Omari","UndeadMeleeExpA","","StatSet1","ItemSetED","SkillSetAffD","WildernessExpanseUndead"
"Omesh","DarkWolf","0#School_YellowBlack4","StatSet0","ItemSetSD","SkillSetAffD","School of Suyhron"
"Omphalion","Minotaur","2#Minotaur3","statset0","itemsetIW","SkillSetAffW","Poachers"
"Omry","Legionnaire","3#School_BlackBlue2","StatSet0","ItemSetIE","SkillSetComb","ImperiaPirgosBrutes"
"Ookutyk","Scarab","2#Bug_08","statset0","ItemSetEF","skillsetcomb","NoSchool"
"Ooney","Satyr","2#Satyr1","StatSet0","ItemSetEE","SkillSetAffE","Shepards of Sloan"
"Opguk","Ogre","1#School_YellowBlack4","StatSet0","ItemSetSU","SkillSetComb","School of Suyhron"
"Oran","GungnirF","4#Nordagh_20","statset0","ItemsetNA","skillsetaffA","Sloan Defense Brigade"
"Orbai","Amazon","3#","StatSet0","ItemSetSE","SkillSetAffE","WildernessSteppesOutlaw"
"Ordu","UndeadMeleeSteA","","StatSet0","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Orimnoc","ChannelerImp","3#Imperia_13","StatSet5","ItemSetIE","SkillSetAffE","ImperiaPirgosChannelers"
"Orsilos","Bear","1#","StatSet1","ItemSetIU","SkillSetComb","WildernessImperiaBeast"
"Osaze","UndeadCasterA","","StatSet1","ItemSetED","SkillSetAffD","WildernessExpanseUndead"
"Osburg","Barbarian","1#Nordagh_07","statset0","ItemSetNE","skillsetcomb","NoSchool"
"Osileani","Summoner","3#qstHellGateWater","StatSet1","itemsetHGWater","SummonerHGWater","qstHellGateSchoolWater"
"Osma","Cat","1#","StatSet1","ItemSetSA","SkillSetAffA","WildernessSteppesPuma"
"Otchigin","ArcherF","0#qstSniper","StatSet1","itemsetSniper","SkillSetAffA","Snipers"
"Otkel","Berserker","2#berserker14","statset0","ItemSetIU","SkillSetComb","NoSchool"
"Otrop","Mongrel","2#","StatSet0","ItemSetNA","SkillSetAffA","WildernessNordaghMonster"
"Otrykut","Scarab","3#","StatSet0","ItemSetEU","SkillSetComb","WildernessExpanseBeast"
"Otul","secutorSte","1#Steppes_09","statset0","ItemSetSF","SkillSetAffF","Rhun Rhyot"
"Ovid","Legionnaire","","StatSet0","ItemSetEW","SkillSetAffW","ImperiaSyrnaLocalRecruits"
"Oyon","SamniteExp","2#","StatSet1","ItemSetNE","SkillSetAffE","Krakens"
"Oyugen","Archer","3#School_YellowGreen1","statset0","ItemSetSU","skillsetcomb","Rywigo Arrowheads"
"Oyugin","BanditAF","2#","StatSet0","ItemSetSU","SkillSetComb","WildernessSteppesOutlaw"
"Oyugun","Bear","1#","statset0","itemsetNE","skillsetcomb","Borte Hulagu"
"Pabasa","SecutorSteF","3#Steppes_12","StatSet0","ItemSetEF","SkillSetAffF","Sandskimmers"
"Pabernefy","SamniteExp","0#expanse_04","StatSet0","ItemSetEW","SkillSetAffW","Well Diggers"
"Paheri","BanditB","3#","StatSet2","ItemSetEU","SkillSetComb","WildernessExpanseOutlaw"
"Paki","Dervish","2#Expanse_10","statset0","ItemSetEA","SkillSetAffA","Sandskimmers"
"Pal","Berserker","3#berserker01","statset0","ItemSetNA","skillsetaffA","Morder Tribe"
"Palam","UndeadCasterB","","StatSet0","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Pales","Peltast","1#Imperia_06","statset0","ItemSetIE","skillsetcomb","School of Munio"
"Palque","Peltast","0#Imperia_16","statset0","ItemSetIW","skillsetcomb","ImperiaSchool"
"Pan","Satyr","1#Satyr1","StatSet5","ItemSetIW","SkillSetComb","The Invaders"
"Pancras","Peltast","4#School_BlackBlue3","StatSet5","ItemSetIE","SkillSetComb","ImperiaPirgosBrutes"
"Pantelis","BanditA","1#","StatSet4","ItemSetIE","SkillSetComb","ImperiaTribunal"
"Pantino","UndeadMeleeImpA","","StatSet0","ItemSetIE","SkillSetComb","WildernessImperiaUndead"
"Panya","BanditBF","3#","StatSet2","ItemSetEE","SkillSetAffE","WildernessExpanseOutlaw"
"Paphos","Bear","1#","StatSet3","ItemSetIU","SkillSetComb","WildernessImperiaBeast"
"Patulik","Mongrel","3#Nordagh_16","StatSet0","ItemSetIF","SkillSetComb","ImperiaOrusLocalRecruits"
"Paulus","SecutorImp","4#Imperia_01","statset0","ItemSetIA","SkillSetAffA","NoSchool"
"Payl","Mongrel","1#Nordagh_01","StatSet0","ItemSetIA","SkillSetComb","ImperiaMawMongrelBand"
"Pealsgon","DarkLegionnaire","","StatSet0","ItemSetSD","SkillSetAffD","Warriors of Fortitude"
"Pelaphi","Murmillo","1#School_YellowBlue4","StatSet0","ItemSetIE","SkillSetAffE","Borte Hulagu"
"Pelos","DarkLegionnaire","","StatSet1","ItemSetID","SkillSetAffD","WildernessExpanseDark"
"Penames","Ogre","0#Ogre_17","statset0","ItemSetSU","skillsetcomb","Poachers"
"Penassa","CenturionF","3#School_BlackBlack4","StatSet0","ItemSetIE","SkillSetAffE","Riot Gyhrls"
"Penmaat","ChannelerImp","0#School_PurpleYellow1","StatSet0","ItemSetEW","SkillSetAffW","Spellcasters"
"Penos","DarkLegionnaire","","StatSet0","ItemSetID","SkillSetAffD","Story Characters"
"Pentaweret","UndeadMeleeExpA","","StatSet0","ItemSetED","SkillSetAffD","The Immortals"
"Pepper","PropBarrel","","statue","ItemSetNU","prop_BarrelNorm","RollOutTheBarrels"
"Pepy","Dervish","","StatSet0","ItemSetEU","SkillSetComb","Story Characters"
"Peraha","BanditA","4#","StatSet0","ItemSetEF","SkillSetAffF","WildernessExpanseOutlaw"
"Perdix","Satyr","0#Satyr1","StatSet0","ItemSetNW","SkillSetAffW","Rhun Rhyot"
"Peregrine","Barbarian","4#Nordagh_19","Statset0","ItemSetNE","skillsetaffE","Fliuch Home Guard"
"Peregrinus","BanditA","3#","StatSet0","ItemSetIA","SkillSetAffA","ImperiaOrusTribunal"
"Peria","CenturionF","2#School_RedPurple3","statset0","ItemSetIE","skillsetcomb","School of Xandus"
"Perimedes","BanditA","1#","StatSet0","ItemSetIE","SkillSetAffE","ImperiaCroPrisoners"
"Permede","BanditAF","3#","StatSet2","ItemSetIU","SkillSetComb","WildernessImperiaOutlaw"
"Perte","CitizenImpF","1#Imperia_12","StatSet5","itemsetIU","qstInvasion","Citizen of Imperia"
"Petros","Legionnaire","","StatSet0","ItemSetEA","SkillSetAffA","NoSchool"
"Peukestes","UndeadMeleeImpB","","StatSet2","ItemSetIU","SkillSetComb","ImperiaMonsterSchool"
"Phaimon","Peltast","3#Imperia_09","statset0","ItemSetIW","skillsetcomb","ImperiaPirgosMunio"
"Phaisto","UndeadMeleeImpA","","StatSet1","ItemSetID","SkillSetComb","WildernessImperiaUndead"
"Phaleut","Murmillo","3#School_RedPurple4","statset0","ItemSetIE","skillsetcomb","School of Xandus"
"Pharahat","Cat","","StatSet0","ItemSetEA","SkillSetAffA","Zhigazoo"
"Pheanei","MurmilloF","3#Imperia_18","StatSet0","ItemSetSF","SkillSetAffF","Warriors of Fortitude"
"Phebtengra","SecutorSteF","","StatSet0","ItemSetSF","SkillSetAffF","NoSchool"
"Phelix","Cat","","StatSet0","ItemSetSA","SkillSetAffA","ImperiaCroBeast"
"Pherusa","Murmillo","3#School_YellowBlue4","StatSet0","ItemSetIW","SkillSetAffW","Borte Hulagu"
"Philia","DarkLegionnaire","","StatSet0","ItemSetSD","SkillSetAffD","Warriors of Fortitude"
"Philomele","PeltastF","4#School_YellowBlue4","StatSet0","ItemSetIE","SkillSetAffE","Borte Hulagu"
"Phokion","BanditA","1#","StatSet4","ItemSetNF","SkillSetAffF","ImperiaTrikataTribunal"
"Phydeaux","Wolf","4#","StatSet5","ItemSetIE","SkillSetAffE","ImperiaBelfortLycanthropes"
"Phylar","Murmillo","1#Imperia_20","StatSet0","ItemSetIW","SkillSetAffW","Rhun Rhyot"
"Phylus","DarkLegionnaire","0#Imperia_14","StatSet0","ItemSetIU","SkillSetComb",""
"Piatt","ChannelerImp","2#","StatSet0","ItemSetIE","SkillSetAffE","NoSchool"
"Pickles","PropBarrel","","statue","ItemSetNU","prop_BarrelNorm","RollOutTheBarrels"
"Piero","SamniteImp","2#School_BlueWhite3","statset0","ItemSetIA","skillsetcomb","BelfortMilitary"
"Pilumnus","SamniteSte","3#","StatSet3","ItemSetIE","SkillSetAffE","ImperiaOrusOnslaught"
"Pilus","Wolf","3#","statset0","itemsetNE","skillsetcomb","BelfortBeast"
"Pinedjem","UndeadCasterB","0#School_RedBrown5","StatSet0","ItemSetED","SkillSetAffD","Mortuus' Minions"
"Pipuy","Summoner","0#School_PurpleYellow1","StatSet0","ItemSetEF","SkillSetAffF","Spellcasters"
"Plexaura","ChannelerImp","4#Imperia_01","StatSet0","ItemSetIA","SkillSetAffA","NoSchool"
"Plocras","UndeadMeleeImpA","","StatSet3","ItemSetIU","SkillSetComb","ImperiaMonsterSchool"
"Pluto","Bear","","StatSet0","ItemSetEE","SkillSetAffE","Zhigazoo"
"Podarcos","DarkLegionnaire","0#School_YellowBlack4","StatSet0","ItemSetSD","SkillSetAffD","School of Suyhron"
"Pollux","Centurion","3#School_BlueWhite1","statset0","ItemSetIE","skillsetcomb","BelfortMilitary"
"Polydeuces","DarkLegionnaire","0#School_YellowGreen4","StatSet0","ItemSetSD","SkillSetAffD","Rywigo Arrowheads"
"Polyhymnia","CenturionF","","StatSet0","ItemSetSW","SkillSetAffW","Warriors of Fortitude"
"Polypheme","LegionnaireF","4#School_RedPurple4","statset0","ItemSetIW","SkillSetAffW","School of Xandus"
"Polyxen","CenturionF","4#Imperia_07","StatSet0","ItemSetIF","SkillSetAffF","School of Past Glory"
"Portly","PropBarrel","","StatSet0","","prop_BarrelNorm","ImperiaSyrnaPropSchool"
"Powder","PropBarrel","","statue","ItemSetNU","prop_BarrelNorm","RollOutTheBarrels"
"Prach","UndeadMeleeSteB","","StatSet2","ItemSetSU","SkillSetComb","WildernessSteppesUndead"
"Practice Post","PropPracticePost","","StatSet0","ItemSetEA","prop_practicepost","PracticePosts"
"Praxis","DarkWolf","","StatSet1","ItemSetID","SkillSetAffD","WildernessExpanseDark"
"Priam","Murmillo","3#Imperia_12","StatSet0","ItemSetIW","SkillSetAffW","qstPriam"
"Prijt","ArcherF","2#","StatSet0","ItemSetSE","SkillSetComb","WildernessSteppesOutlaw"
"Proclus","Legionnaire","1#School_Mutuus","StatSet5","ItemSetIA","SkillSetAffA","School of Mutuus"
"Proclus_Dark","DarkLegionnaire","","StatSet2","ItemSetID","SkillSetAffD","NoSchool"
"Prokop","Legionnaire","1#School_BlackBlue1","StatSet0","ItemSetIF","SkillSetAffF","ImperiaPirgosBrutes"
"Prophos","BanditA","1#","StatSet1","ItemSetEU","SkillSetComb","WildernessImperiaOutlaw"
"Proserpina","PeltastF","0#","StatSet0","ItemSetSW","SkillSetAffW","ImperiaPirgosGallus"
"Protagoras","Peltast","4#Imperia_02","statset0","ItemSetIF","SkillSetAffF","NoSchool"
"Protius","Cyclops","0#School_RedBrown4","StatSet0","ItemSetEF","SkillSetAffF","Mortuus' Minions"
"Ptahetep","Summoner","","StatSet0","ItemSetED","SummonerDarkFocus","Story Characters"
"Pthypektik","Scarab","","StatSet0","ItemSetEF","SkillSetAffF","Zhigazoo"
"Pua","Summoner","2#qstHellGateAir","StatSet1","itemsetHGEndA","SummonerAirFocus","qstHellGateSchoolEnd"
"Pylos","Legionnaire","","StatSet2","ItemSetIW","SkillSetAffW","Imperia Ringers"
"Pyros","DarkWolf","","StatSet2","ItemSetIU","SkillSetComb","WildernessExpanseDark"
"Qadan","UndeadMeleeSteB","","StatSet1","ItemSetSF","SkillSetAffF",""
"Qahedjet","BeastWater","","StatSet0","ItemSetEW","skillsetSumwater","The Fearsome Foursome"
"Qaira","Wolf","","StatSet0","ItemSetNE","SkillSetAffE","ImperiaCroBeast"
"Qakare","UndeadMeleeExpA","","StatSet3","ItemSetED","SkillSetComb","WildernessExpanseUndead"
"Qara","Amazon","2#School_BlackBlack4","statset0","ItemSetSF","SkillSetAffF","Riot Gyhrls"
"Qasar","BanditB","4#","StatSet1","ItemSetSE","SkillSetAffE","WildernessSteppesOutlaw"
"Qateeq","BanditB","4#","StatSet1","ItemSetEA","SkillSetAffA","WildernessExpanseOutlaw"
"Qhada","BanditBF","0#School_YellowBlack5","StatSet0","ItemSetSU","SkillSetAffW","School of Suyhron"
"Qhasu","Archer","1#School_YellowBlue4","StatSet0","ItemSetSF","SkillSetAffF","borte Hulagu"
"Qhoya","UndeadMeleeSteB","","StatSet0","ItemSetSD","SkillSetAffD","School of Past Glory"
"Qhoyua","BanditAF","0#School_RedPurple4","StatSet0","ItemSetSA","SkillSetAffA","School of Xandus"
"Qhualo","SecutorSte","1#Steppes_16","StatSet0","ItemSetSF","SkillSetAffF","NoSchool"
"Qhugog","MongrelShaman","3#Nordagh_18","StatSet0","ItemSetSE","SkillSetAffE","Vhyn Vagrants"
"Qhuog","Archer","0#School_YellowGreen4","StatSet0","ItemSetSF","SkillSetAffF","Rywigo Arrowheads"
"Qhuor","BanditB","","StatSet0","ItemSetSF","SkillSetAffF","vhyn Vagrants"
